word : base_line_score | beam_search_score
虹 : 0.0247081782673 | 0.0236633850183 | 0.00104479324906
虾 : 0.02 | 0.02 | 0.0
墅 : 0.02 | 0.02 | 0.0
境 : 0.02 | 0.0247962493314 | -0.00479624933136
裁 : 0.0286135311615 | 0.02 | 0.00861353116147
墉 : 0.02 | 0.02 | 0.0
虏 : 0.0257812965264 | 0.02 | 0.00578129652636
虐 : 0.02 | 0.02 | 0.0
虔 : 0.02 | 0.02 | 0.0
墒 : 0.02 | 0.02 | 0.0
墓 : 0.02 | 0.02 | 0.0
增 : 0.02 | 0.02 | 0.0
虞 : 0.0237330482248 | 0.02 | 0.00373304822478
榴 : 0.02 | 0.02 | 0.0
璐 : 0.02 | 0.02 | 0.0
橇 : 0.023685776663 | 0.0252529907007 | -0.00156721403777
獭 : 0.02 | 0.02 | 0.0
藏 : 0.02 | 0.02 | 0.0
崖 : 0.02 | 0.02 | 0.0
浓 : 0.0277370561447 | 0.02 | 0.00773705614469
酿 : 0.0260205999133 | 0.0266666666667 | -0.000646066753387
藉 : 0.02 | 0.02 | 0.0
酱 : 0.0247962493314 | 0.0247962493314 | 0.0
浜 : 0.02 | 0.0251191604962 | -0.0051191604962
酵 : 0.0241602919535 | 0.0251191604962 | -0.000958868542666
酶 : 0.02 | 0.02 | 0.0
藜 : 0.02 | 0.02 | 0.0
浅 : 0.02 | 0.02 | 0.0
酥 : 0.02 | 0.02 | 0.0
测 : 0.0326185950714 | 0.02 | 0.0126185950714
酚 : 0.02 | 0.02 | 0.0
酝 : 0.02 | 0.02 | 0.0
藩 : 0.02 | 0.02 | 0.0
酐 : 0.02 | 0.02 | 0.0
藤 : 0.02 | 0.02 | 0.0
酗 : 0.02 | 0.02 | 0.0
崽 : 0.02 | 0.02 | 0.0
浣 : 0.02 | 0.02 | 0.0
蜻 : 0.02 | 0.02 | 0.0
崮 : 0.02 | 0.02 | 0.0
浩 : 0.02 | 0.02 | 0.0
群 : 0.02 | 0.025 | -0.005
怅 : 0.0241169366492 | 0.0254047630885 | -0.00128782643934
怄 : 0.02 | 0.02 | 0.0
怂 : 0.02 | 0.02 | 0.0
羹 : 0.02 | 0.0235436764027 | -0.00354367640271
羽 : 0.02 | 0.02 | 0.0
羌 : 0.02 | 0.02 | 0.0
怦 : 0.02 | 0.0236633850183 | -0.00366338501827
羞 : 0.02 | 0.0242061983571 | -0.00420619835714
羟 : 0.02 | 0.02 | 0.0
斩 : 0.02 | 0.02 | 0.0
巧 : 0.0241602919535 | 0.02 | 0.00416029195353
斧 : 0.02 | 0.02 | 0.0
斥 : 0.0235436764027 | 0.02 | 0.00354367640271
斤 : 0.02 | 0.02 | 0.0
斡 : 0.0251191604962 | 0.02 | 0.0051191604962
嗤 : 0.02 | 0.02 | 0.0
方 : 0.04 | 0.04 | 0.0
嗷 : 0.023581044635 | 0.02 | 0.00358104463502
文 : 0.0286135311615 | 0.02 | 0.00861353116147
嗅 : 0.02 | 0.02 | 0.0
嗟 : 0.02 | 0.02 | 0.0
嗜 : 0.02 | 0.02 | 0.0
斗 : 0.02 | 0.0245534049739 | -0.00455340497394
斑 : 0.0247081782673 | 0.02 | 0.00470817826733
险 : 0.025 | 0.04 | -0.015
陨 : 0.02 | 0.02 | 0.0
陪 : 0.02 | 0.02 | 0.0
汤 : 0.02 | 0.0239312326447 | -0.00393123264466
陲 : 0.02 | 0.024 | -0.004
浙 : 0.02 | 0.02 | 0.0
型 : 0.025 | 0.02 | 0.005
陈 : 0.0239647972634 | 0.0240759009418 | -0.000111103678399
陛 : 0.02 | 0.02 | 0.0
笃 : 0.02 | 0.02 | 0.0
笙 : 0.02 | 0.02 | 0.0
笞 : 0.02 | 0.02 | 0.0
笔 : 0.0241602919535 | 0.0241602919535 | 0.0
转 : 0.02 | 0.02 | 0.0
软 : 0.0286135311615 | 0.02 | 0.00861353116147
第 : 0.02 | 0.02 | 0.0
笮 : 0.02 | 0.02 | 0.0
轫 : 0.02 | 0.0260205999133 | -0.00602059991328
车 : 0.02 | 0.02 | 0.0
轶 : 0.02 | 0.02 | 0.0
轳 : 0.02 | 0.02 | 0.0
溜 : 0.0245534049739 | 0.0248930108424 | -0.000339605868425
舞 : 0.025578858913 | 0.02 | 0.00557885891302
峙 : 0.02 | 0.02 | 0.0
舂 : 0.02 | 0.02 | 0.0
舅 : 0.024 | 0.0245534049739 | -0.000553404973939
峋 : 0.02 | 0.0238991804379 | -0.00389918043788
溅 : 0.02 | 0.02 | 0.0
垢 : 0.02 | 0.02 | 0.0
溴 : 0.02 | 0.023685776663 | -0.00368577666297
溪 : 0.0271241437422 | 0.04 | -0.0128758562578
峥 : 0.02 | 0.02 | 0.0
鄄 : 0.02 | 0.02 | 0.0
般 : 0.025 | 0.0254047630885 | -0.000404763088546
填 : 0.0251191604962 | 0.0254047630885 | -0.00028560259235
烦 : 0.04 | 0.02 | 0.02
烨 : 0.02 | 0.02 | 0.0
烫 : 0.02 | 0.02 | 0.0
热 : 0.02 | 0.02 | 0.0
烬 : 0.02 | 0.023581044635 | -0.00358104463502
蚴 : 0.02 | 0.02 | 0.0
蚱 : 0.02 | 0.02 | 0.0
烷 : 0.02 | 0.02 | 0.0
烽 : 0.02 | 0.02 | 0.0
烂 : 0.025578858913 | 0.02 | 0.00557885891302
蚂 : 0.02 | 0.02 | 0.0
蚌 : 0.0245534049739 | 0.0245534049739 | 0.0
蚊 : 0.02 | 0.02 | 0.0
蚓 : 0.02 | 0.02 | 0.0
塑 : 0.024 | 0.0245534049739 | -0.000553404973939
兽 : 0.0247962493314 | 0.0251191604962 | -0.000322911164834
兼 : 0.02 | 0.0254047630885 | -0.00540476308855
兵 : 0.02 | 0.02 | 0.0
兴 : 0.0237840071903 | 0.02 | 0.00378400719034
具 : 0.0271241437422 | 0.02 | 0.00712414374216
兮 : 0.02 | 0.02 | 0.0
八 : 0.0257812965264 | 0.0260205999133 | -0.000239303386922
入 : 0.025578858913 | 0.02 | 0.00557885891302
膛 : 0.023581044635 | 0.0236633850183 | -8.23403832518e-05
兔 : 0.02 | 0.02 | 0.0
光 : 0.02 | 0.02 | 0.0
克 : 0.02 | 0.02 | 0.0
兀 : 0.0238391744001 | 0.0240759009418 | -0.000236726541679
椅 : 0.02 | 0.02 | 0.0
椎 : 0.02 | 0.02 | 0.0
椤 : 0.02 | 0.02 | 0.0
椭 : 0.02 | 0.02 | 0.0
椰 : 0.02 | 0.02 | 0.0
辐 : 0.02 | 0.02 | 0.0
辔 : 0.02 | 0.02 | 0.0
辗 : 0.02 | 0.02 | 0.0
篁 : 0.02 | 0.02 | 0.0
崭 : 0.025 | 0.02 | 0.005
篝 : 0.02 | 0.02 | 0.0
辅 : 0.02 | 0.02 | 0.0
辈 : 0.02 | 0.02 | 0.0
篑 : 0.02 | 0.02 | 0.0
篓 : 0.02 | 0.02 | 0.0
篮 : 0.0236006265331 | 0.0244848764844 | -0.000884249951218
边 : 0.0286135311615 | 0.0286135311615 | 0.0
故 : 0.02 | 0.0266666666667 | -0.00666666666667
辫 : 0.02 | 0.02 | 0.0
恒 : 0.0241169366492 | 0.02 | 0.00411693664921
恋 : 0.02 | 0.02 | 0.0
恿 : 0.02 | 0.02 | 0.0
恽 : 0.02 | 0.02 | 0.0
唏 : 0.0277370561447 | 0.03 | -0.00226294385531
恨 : 0.025 | 0.0254047630885 | -0.000404763088546
息 : 0.0237580364942 | 0.025 | -0.00124196350582
恬 : 0.02 | 0.02 | 0.0
潇 : 0.0243620858397 | 0.02 | 0.00436208583971
恢 : 0.0237580364942 | 0.02 | 0.00375803649418
匀 : 0.02 | 0.02 | 0.0
恤 : 0.02 | 0.02 | 0.0
帽 : 0.02 | 0.02 | 0.0
囟 : 0.02 | 0.02 | 0.0
睹 : 0.0238991804379 | 0.02 | 0.00389918043788
睫 : 0.02 | 0.0247081782673 | -0.00470817826733
睨 : 0.02 | 0.02 | 0.0
睬 : 0.0246275642632 | 0.02 | 0.0046275642632
睢 : 0.02 | 0.02 | 0.0
睛 : 0.02 | 0.02 | 0.0
着 : 0.0277370561447 | 0.0277370561447 | 0.0
睇 : 0.02 | 0.02 | 0.0
撩 : 0.02 | 0.0237330482248 | -0.00373304822478
銮 : 0.02 | 0.02 | 0.0
密 : 0.0277370561447 | 0.02 | 0.00773705614469
寄 : 0.02 | 0.02 | 0.0
富 : 0.04 | 0.02 | 0.02
防 : 0.0241602919535 | 0.0248930108424 | -0.000732718888834
阶 : 0.0286135311615 | 0.04 | -0.0113864688385
阴 : 0.02 | 0.02 | 0.0
阵 : 0.02 | 0.02 | 0.0
阉 : 0.02 | 0.02 | 0.0
阂 : 0.02 | 0.02 | 0.0
阀 : 0.02 | 0.02 | 0.0
寨 : 0.02 | 0.02 | 0.0
阄 : 0.02 | 0.02 | 0.0
阚 : 0.02 | 0.02 | 0.0
阙 : 0.02 | 0.02 | 0.0
阒 : 0.02 | 0.02 | 0.0
寺 : 0.02 | 0.02 | 0.0
对 : 0.0244212945892 | 0.0247081782673 | -0.000286883678183
阖 : 0.02 | 0.02 | 0.0
楔 : 0.02 | 0.02 | 0.0
楞 : 0.02 | 0.02 | 0.0
楝 : 0.02 | 0.02 | 0.0
楚 : 0.0257812965264 | 0.02 | 0.00578129652636
圈 : 0.0271241437422 | 0.02 | 0.00712414374216
儡 : 0.02 | 0.02 | 0.0
楣 : 0.02 | 0.02 | 0.0
楠 : 0.02 | 0.02 | 0.0
楷 : 0.02 | 0.02 | 0.0
岔 : 0.025 | 0.0326185950714 | -0.00761859507143
鹤 : 0.02 | 0.02 | 0.0
艘 : 0.02 | 0.02 | 0.0
滑 : 0.02 | 0.03 | -0.01
滔 : 0.02 | 0.02 | 0.0
岛 : 0.0277370561447 | 0.02 | 0.00773705614469
艇 : 0.02 | 0.02 | 0.0
岌 : 0.0271241437422 | 0.0271241437422 | 0.0
岷 : 0.02 | 0.02 | 0.0
岱 : 0.02 | 0.02 | 0.0
悯 : 0.02 | 0.02 | 0.0
岸 : 0.0277370561447 | 0.02 | 0.00773705614469
滨 : 0.02 | 0.02 | 0.0
艮 : 0.025578858913 | 0.02 | 0.00557885891302
岫 : 0.02 | 0.02 | 0.0
旬 : 0.02 | 0.02 | 0.0
旮 : 0.02 | 0.02 | 0.0
旨 : 0.02 | 0.024 | -0.004
鼓 : 0.02 | 0.023581044635 | -0.00358104463502
既 : 0.025 | 0.0257812965264 | -0.000781296526358
喧 : 0.02 | 0.0247081782673 | -0.00470817826733
时 : 0.03 | 0.02 | 0.01
旱 : 0.02 | 0.02 | 0.0
旌 : 0.02 | 0.02 | 0.0
喋 : 0.02 | 0.02 | 0.0
旋 : 0.02 | 0.0237580364942 | -0.00375803649418
喀 : 0.0238991804379 | 0.0242061983571 | -0.000307017919267
喃 : 0.02 | 0.02 | 0.0
善 : 0.02 | 0.02 | 0.0
旁 : 0.03 | 0.02 | 0.01
喇 : 0.02 | 0.02 | 0.0
喑 : 0.02 | 0.02 | 0.0
旖 : 0.02 | 0.02 | 0.0
洄 : 0.0252529907007 | 0.02 | 0.00525299070074
臼 : 0.02 | 0.02 | 0.0
至 : 0.02 | 0.02 | 0.0
臬 : 0.02 | 0.02 | 0.0
臭 : 0.02 | 0.02 | 0.0
臧 : 0.02 | 0.02 | 0.0
之 : 0.02 | 0.02 | 0.0
臂 : 0.02 | 0.02 | 0.0
臃 : 0.02 | 0.02 | 0.0
守 : 0.025578858913 | 0.02 | 0.00557885891302
韦 : 0.02 | 0.02 | 0.0
宓 : 0.0241602919535 | 0.02 | 0.00416029195353
宗 : 0.0254047630885 | 0.02 | 0.00540476308855
官 : 0.02 | 0.02 | 0.0
宝 : 0.03 | 0.02 | 0.01
宠 : 0.02 | 0.02 | 0.0
审 : 0.0251191604962 | 0.0254047630885 | -0.00028560259235
客 : 0.0241602919535 | 0.02 | 0.00416029195353
室 : 0.02 | 0.0238391744001 | -0.00383917440013
宥 : 0.02 | 0.02 | 0.0
宪 : 0.02 | 0.0235436764027 | -0.00354367640271
家 : 0.04 | 0.02 | 0.02
宽 : 0.03 | 0.02 | 0.01
福 : 0.0286135311615 | 0.02 | 0.00861353116147
返 : 0.0237840071903 | 0.0237840071903 | 0.0
运 : 0.0326185950714 | 0.0326185950714 | 0.0
近 : 0.0237580364942 | 0.0239312326447 | -0.000173196150474
连 : 0.02 | 0.02 | 0.0
过 : 0.03 | 0.02 | 0.01
箅 : 0.02 | 0.02 | 0.0
迈 : 0.0257812965264 | 0.0277370561447 | -0.00195575961833
迷 : 0.0235436764027 | 0.02 | 0.00354367640271
箴 : 0.02 | 0.02 | 0.0
箸 : 0.02 | 0.02 | 0.0
迹 : 0.02 | 0.0236208519356 | -0.0036208519356
迤 : 0.02 | 0.02 | 0.0
迢 : 0.02 | 0.02 | 0.0
箫 : 0.02 | 0.02 | 0.0
迩 : 0.02 | 0.02 | 0.0
炯 : 0.02 | 0.02 | 0.0
炫 : 0.02 | 0.02 | 0.0
炳 : 0.02 | 0.02 | 0.0
点 : 0.03 | 0.02 | 0.01
炎 : 0.024 | 0.025578858913 | -0.00157885891302
蛀 : 0.02 | 0.02 | 0.0
炖 : 0.02 | 0.02 | 0.0
炕 : 0.02 | 0.02 | 0.0
炜 : 0.02 | 0.02 | 0.0
炙 : 0.0254047630885 | 0.0257812965264 | -0.000376533437811
豇 : 0.02 | 0.02 | 0.0
眩 : 0.02 | 0.02 | 0.0
眭 : 0.02 | 0.02 | 0.0
警 : 0.0241169366492 | 0.02 | 0.00411693664921
研 : 0.02 | 0.02 | 0.0
铺 : 0.0271241437422 | 0.0277370561447 | -0.00061291240253
檀 : 0.02 | 0.02 | 0.0
僚 : 0.02 | 0.0245534049739 | -0.00455340497394
僮 : 0.02 | 0.02 | 0.0
魁 : 0.02 | 0.04 | -0.02
魍 : 0.02 | 0.02 | 0.0
魏 : 0.02 | 0.02 | 0.0
憾 : 0.0238110282485 | 0.0260205999133 | -0.00220957166474
憷 : 0.02 | 0.02 | 0.0
铧 : 0.0237840071903 | 0.0244848764844 | -0.000700869294014
啬 : 0.02 | 0.02 | 0.0
啪 : 0.02 | 0.02 | 0.0
啥 : 0.02 | 0.0266666666667 | -0.00666666666667
鳖 : 0.03 | 0.0326185950714 | -0.00261859507143
啼 : 0.02 | 0.02 | 0.0
攥 : 0.02 | 0.02 | 0.0
啸 : 0.02 | 0.02 | 0.0
鳃 : 0.02 | 0.02 | 0.0
攫 : 0.02 | 0.02 | 0.0
鳅 : 0.02 | 0.02 | 0.0
攒 : 0.02 | 0.02 | 0.0
啉 : 0.02 | 0.02 | 0.0
啄 : 0.02 | 0.02 | 0.0
商 : 0.02 | 0.02 | 0.0
啜 : 0.02 | 0.02 | 0.0
啐 : 0.02 | 0.02 | 0.0
矾 : 0.02 | 0.02 | 0.0
短 : 0.0257812965264 | 0.02 | 0.00578129652636
矫 : 0.02 | 0.02 | 0.0
娜 : 0.02 | 0.02 | 0.0
∶ : 0.02 | 0.02 | 0.0
孀 : 0.02 | 0.02 | 0.0
鞠 : 0.02 | 0.0238110282485 | -0.00381102824854
孕 : 0.02 | 0.02 | 0.0
字 : 0.02 | 0.02 | 0.0
鞍 : 0.02 | 0.02 | 0.0
学 : 0.0271241437422 | 0.0271241437422 | 0.0
认 : 0.0271241437422 | 0.0271241437422 | 0.0
季 : 0.0286135311615 | 0.02 | 0.00861353116147
孢 : 0.02 | 0.02 | 0.0
鞅 : 0.02 | 0.02 | 0.0
讫 : 0.02 | 0.02 | 0.0
议 : 0.0238991804379 | 0.02 | 0.00389918043788
孵 : 0.02 | 0.0237840071903 | -0.00378400719034
讲 : 0.0236417580094 | 0.02 | 0.0036417580094
铅 : 0.02 | 0.02 | 0.0
孽 : 0.02 | 0.02 | 0.0
衷 : 0.02 | 0.0252529907007 | -0.00525299070074
鞑 : 0.02 | 0.02 | 0.0
渝 : 0.02 | 0.02 | 0.0
芒 : 0.02 | 0.02 | 0.0
芝 : 0.0271241437422 | 0.02 | 0.00712414374216
渑 : 0.0252529907007 | 0.02 | 0.00525299070074
渐 : 0.02 | 0.0240759009418 | -0.00407590094181
屉 : 0.02 | 0.02 | 0.0
屈 : 0.0263092975357 | 0.02 | 0.00630929753571
屋 : 0.0326185950714 | 0.02 | 0.0126185950714
屏 : 0.02 | 0.02 | 0.0
屎 : 0.02 | 0.02 | 0.0
屁 : 0.02 | 0.02 | 0.0
芋 : 0.02 | 0.02 | 0.0
芷 : 0.02 | 0.02 | 0.0
芽 : 0.02 | 0.0326185950714 | -0.0126185950714
芹 : 0.02 | 0.02 | 0.0
芸 : 0.02 | 0.02 | 0.0
芥 : 0.02 | 0.02 | 0.0
屯 : 0.02 | 0.02 | 0.0
芭 : 0.02 | 0.02 | 0.0
芬 : 0.0247962493314 | 0.0252529907007 | -0.000456741369381
芮 : 0.02 | 0.02 | 0.0
渣 : 0.0236417580094 | 0.0237330482248 | -9.12902153801e-05
忱 : 0.02 | 0.0236417580094 | -0.0036417580094
念 : 0.0235620718711 | 0.0235620718711 | 0.0
蜡 : 0.02 | 0.02 | 0.0
忧 : 0.02 | 0.02 | 0.0
忪 : 0.02 | 0.02 | 0.0
志 : 0.0257812965264 | 0.0257812965264 | 0.0
蜃 : 0.02 | 0.02 | 0.0
蜂 : 0.02 | 0.02 | 0.0
蜜 : 0.03 | 0.02 | 0.01
蜕 : 0.02 | 0.0248930108424 | -0.00489301084236
忌 : 0.02 | 0.02 | 0.0
敷 : 0.02 | 0.02 | 0.0
鲟 : 0.02 | 0.02 | 0.0
鲈 : 0.02 | 0.0245534049739 | -0.00455340497394
敢 : 0.02 | 0.02 | 0.0
鲍 : 0.02 | 0.02 | 0.0
鲂 : 0.02 | 0.02 | 0.0
售 : 0.0257812965264 | 0.02 | 0.00578129652636
敖 : 0.02 | 0.02 | 0.0
巍 : 0.0239647972634 | 0.02 | 0.00396479726341
磁 : 0.0237330482248 | 0.02 | 0.00373304822478
救 : 0.0237089804683 | 0.02 | 0.00370898046831
鲲 : 0.02 | 0.02 | 0.0
教 : 0.02 | 0.02 | 0.0
唁 : 0.02 | 0.02 | 0.0
唆 : 0.02 | 0.02 | 0.0
唉 : 0.02 | 0.02 | 0.0
鲥 : 0.02 | 0.02 | 0.0
穑 : 0.02 | 0.02 | 0.0
谑 : 0.02 | 0.02 | 0.0
谐 : 0.0277370561447 | 0.0277370561447 | 0.0
谕 : 0.02 | 0.02 | 0.0
谊 : 0.02 | 0.02 | 0.0
谈 : 0.02 | 0.02 | 0.0
调 : 0.02 | 0.02 | 0.0
谁 : 0.03 | 0.03 | 0.0
谆 : 0.02 | 0.02 | 0.0
究 : 0.02 | 0.025578858913 | -0.00557885891302
穴 : 0.02 | 0.02 | 0.0
穿 : 0.04 | 0.02 | 0.02
谱 : 0.02 | 0.02 | 0.0
空 : 0.03 | 0.02 | 0.01
穹 : 0.02 | 0.02 | 0.0
谪 : 0.02 | 0.02 | 0.0
谯 : 0.02 | 0.02 | 0.0
谢 : 0.0286135311615 | 0.04 | -0.0113864688385
谦 : 0.02 | 0.02 | 0.0
谤 : 0.02 | 0.02 | 0.0
绩 : 0.02 | 0.02 | 0.0
绫 : 0.02 | 0.02 | 0.0
绮 : 0.02 | 0.02 | 0.0
绥 : 0.03 | 0.02 | 0.01
懒 : 0.025 | 0.02 | 0.005
绳 : 0.02 | 0.0236633850183 | -0.00366338501827
懂 : 0.0241602919535 | 0.0242061983571 | -4.59064036129e-05
绍 : 0.025 | 0.0260205999133 | -0.00102059991328
绌 : 0.02 | 0.02 | 0.0
绎 : 0.02 | 0.0271241437422 | -0.00712414374216
懵 : 0.02 | 0.02 | 0.0
绂 : 0.02 | 0.02 | 0.0
绚 : 0.0243620858397 | 0.0246275642632 | -0.000265478423485
绑 : 0.0241602919535 | 0.0242549210711 | -9.46291175371e-05
鬼 : 0.02 | 0.02 | 0.0
猫 : 0.02 | 0.02 | 0.0
徵 : 0.02 | 0.02 | 0.0
献 : 0.0247081782673 | 0.025578858913 | -0.00087068064569
德 : 0.0236006265331 | 0.02 | 0.00360062653313
猡 : 0.02 | 0.02 | 0.0
猢 : 0.02 | 0.02 | 0.0
蝠 : 0.02 | 0.02 | 0.0
猥 : 0.02 | 0.02 | 0.0
御 : 0.0286135311615 | 0.0326185950714 | -0.00400506390996
猿 : 0.02 | 0.02 | 0.0
徨 : 0.02 | 0.02 | 0.0
猴 : 0.02 | 0.0244848764844 | -0.00448487648435
微 : 0.03 | 0.03 | 0.0
徐 : 0.02 | 0.02 | 0.0
蔷 : 0.02 | 0.02 | 0.0
徒 : 0.0263092975357 | 0.02 | 0.00630929753571
得 : 0.0326185950714 | 0.04 | -0.00738140492857
察 : 0.0326185950714 | 0.0326185950714 | 0.0
徜 : 0.02 | 0.023581044635 | -0.00358104463502
征 : 0.0271241437422 | 0.02 | 0.00712414374216
径 : 0.0271241437422 | 0.0277370561447 | -0.00061291240253
蝗 : 0.02 | 0.02 | 0.0
猕 : 0.02 | 0.02 | 0.0
猖 : 0.02 | 0.02 | 0.0
蔼 : 0.02 | 0.02 | 0.0
薜 : 0.02 | 0.02 | 0.0
估 : 0.0254047630885 | 0.0254047630885 | 0.0
伶 : 0.02 | 0.02 | 0.0
伸 : 0.02 | 0.02 | 0.0
傈 : 0.02 | 0.02 | 0.0
伤 : 0.02 | 0.02 | 0.0
伯 : 0.02 | 0.0244212945892 | -0.00442129458915
伐 : 0.02 | 0.02 | 0.0
优 : 0.025 | 0.03 | -0.005
伟 : 0.02 | 0.02 | 0.0
伊 : 0.02 | 0.02 | 0.0
苛 : 0.0326185950714 | 0.04 | -0.00738140492857
苑 : 0.0277370561447 | 0.0326185950714 | -0.00488153892674
苕 : 0.02 | 0.02 | 0.0
尊 : 0.0251191604962 | 0.0251191604962 | 0.0
苏 : 0.02 | 0.02 | 0.0
苍 : 0.025 | 0.0266666666667 | -0.00166666666667
将 : 0.0248930108424 | 0.02 | 0.00489301084236
湾 : 0.04 | 0.04 | 0.0
甚 : 0.04 | 0.04 | 0.0
苄 : 0.02 | 0.02 | 0.0
封 : 0.0252529907007 | 0.02 | 0.00525299070074
尾 : 0.0254047630885 | 0.0254047630885 | 0.0
湃 : 0.02 | 0.025 | -0.005
湄 : 0.02 | 0.02 | 0.0
就 : 0.02 | 0.02 | 0.0
湖 : 0.02 | 0.02 | 0.0
弓 : 0.02 | 0.02 | 0.0
湘 : 0.0257812965264 | 0.03 | -0.00421870347364
愤 : 0.0242549210711 | 0.02 | 0.00425492107107
愧 : 0.02 | 0.02 | 0.0
约 : 0.0238391744001 | 0.02 | 0.00383917440013
愫 : 0.02 | 0.02 | 0.0
线 : 0.02 | 0.0242549210711 | -0.00425492107107
飘 : 0.025578858913 | 0.0260205999133 | -0.000441741000257
纵 : 0.0326185950714 | 0.04 | -0.00738140492857
纲 : 0.025578858913 | 0.0235436764027 | 0.00203518251031
纰 : 0.02 | 0.02 | 0.0
纱 : 0.02 | 0.02 | 0.0
愁 : 0.0246275642632 | 0.0277370561447 | -0.0031094918815
纂 : 0.02 | 0.02 | 0.0
愎 : 0.02 | 0.02 | 0.0
愕 : 0.0251191604962 | 0.0286135311615 | -0.00349437066527
愚 : 0.02 | 0.02 | 0.0
感 : 0.0236006265331 | 0.0326185950714 | -0.0090179685383
哲 : 0.02 | 0.02 | 0.0
暴 : 0.0235620718711 | 0.0237840071903 | -0.000221935319257
哧 : 0.02 | 0.02 | 0.0
哮 : 0.02 | 0.02 | 0.0
哗 : 0.0244212945892 | 0.02 | 0.00442129458915
暗 : 0.0252529907007 | 0.0263092975357 | -0.00105630683497
暖 : 0.02 | 0.02 | 0.0
哇 : 0.02 | 0.025 | -0.005
耸 : 0.0271241437422 | 0.0277370561447 | -0.00061291240253
哂 : 0.02 | 0.02 | 0.0
耿 : 0.02 | 0.0242549210711 | -0.00425492107107
响 : 0.02 | 0.02 | 0.0
醋 : 0.02 | 0.02 | 0.0
暇 : 0.024 | 0.02 | 0.004
哉 : 0.0271241437422 | 0.02 | 0.00712414374216
诀 : 0.0237330482248 | 0.02 | 0.00373304822478
诏 : 0.02 | 0.02 | 0.0
词 : 0.0263092975357 | 0.02 | 0.00630929753571
靼 : 0.02 | 0.02 | 0.0
瞒 : 0.02 | 0.0242549210711 | -0.00425492107107
面 : 0.02 | 0.02 | 0.0
诒 : 0.02 | 0.02 | 0.0
译 : 0.0252529907007 | 0.025578858913 | -0.000325868212279
诟 : 0.02 | 0.02 | 0.0
诙 : 0.0247081782673 | 0.02 | 0.00470817826733
详 : 0.0236417580094 | 0.02 | 0.0036417580094
诧 : 0.02 | 0.02 | 0.0
靓 : 0.02 | 0.02 | 0.0
该 : 0.0247962493314 | 0.04 | -0.0152037506686
诠 : 0.0244212945892 | 0.02 | 0.00442129458915
瞪 : 0.025578858913 | 0.02 | 0.00557885891302
误 : 0.04 | 0.02 | 0.02
语 : 0.0235620718711 | 0.02 | 0.00356207187108
诨 : 0.02 | 0.02 | 0.0
请 : 0.02 | 0.02 | 0.0
课 : 0.02 | 0.02 | 0.0
瞻 : 0.02 | 0.0237330482248 | -0.00373304822478
诽 : 0.02 | 0.02 | 0.0
诸 : 0.03 | 0.02 | 0.01
稚 : 0.0247962493314 | 0.0247962493314 | 0.0
稀 : 0.03 | 0.02 | 0.01
稍 : 0.0237089804683 | 0.02 | 0.00370898046831
税 : 0.02 | 0.02 | 0.0
程 : 0.04 | 0.02 | 0.02
豺 : 0.02 | 0.02 | 0.0
稽 : 0.0236006265331 | 0.02 | 0.00360062653313
稻 : 0.02 | 0.02 | 0.0
叠 : 0.0251191604962 | 0.02 | 0.0051191604962
句 : 0.02 | 0.02 | 0.0
叫 : 0.02 | 0.02 | 0.0
只 : 0.0286135311615 | 0.0286135311615 | 0.0
茔 : 0.02 | 0.02 | 0.0
右 : 0.02 | 0.02 | 0.0
史 : 0.02 | 0.02 | 0.0
号 : 0.02 | 0.02 | 0.0
茆 : 0.02 | 0.02 | 0.0
叹 : 0.02 | 0.0244212945892 | -0.00442129458915
司 : 0.02 | 0.02 | 0.0
澹 : 0.02 | 0.02 | 0.0
参 : 0.023685776663 | 0.0242549210711 | -0.000569144408093
茸 : 0.02 | 0.02 | 0.0
澎 : 0.02 | 0.02 | 0.0
澍 : 0.02 | 0.02 | 0.0
茱 : 0.02 | 0.02 | 0.0
发 : 0.02 | 0.02 | 0.0
茫 : 0.0260205999133 | 0.02 | 0.00602059991328
取 : 0.0286135311615 | 0.02 | 0.00861353116147
茧 : 0.02 | 0.02 | 0.0
叟 : 0.02 | 0.02 | 0.0
班 : 0.0236633850183 | 0.0266666666667 | -0.00300328164839
彷 : 0.02 | 0.02 | 0.0
珩 : 0.02 | 0.02 | 0.0
剽 : 0.02 | 0.02 | 0.0
役 : 0.02 | 0.02 | 0.0
珠 : 0.0266666666667 | 0.02 | 0.00666666666667
彻 : 0.02 | 0.02 | 0.0
彦 : 0.024 | 0.0247962493314 | -0.000796249331363
形 : 0.0271241437422 | 0.0326185950714 | -0.00549445132927
彬 : 0.0243620858397 | 0.02 | 0.00436208583971
彩 : 0.02 | 0.02 | 0.0
珈 : 0.02 | 0.02 | 0.0
珊 : 0.02 | 0.0237840071903 | -0.00378400719034
梏 : 0.02 | 0.02 | 0.0
珀 : 0.02 | 0.02 | 0.0
仕 : 0.02 | 0.02 | 0.0
珑 : 0.02 | 0.02 | 0.0
ｖ : 0.02 | 0.02 | 0.0
ｔ : 0.02 | 0.02 | 0.0
紊 : 0.02 | 0.02 | 0.0
ｘ : 0.02 | 0.02 | 0.0
ｃ : 0.02 | 0.02 | 0.0
ｂ : 0.02 | 0.02 | 0.0
汛 : 0.02 | 0.02 | 0.0
ｇ : 0.02 | 0.02 | 0.0
ｆ : 0.02 | 0.02 | 0.0
